YEAR,MONTH,DAY,Estaciones,DATE,"Barometro Reducido a o y al nivel del Mar","Cambio en 24 horas","Temperatura a las 7 a.m.","Cambio en 24 horas","Temperatura Maxima","Temperatura Minima","Humedad relativa","Viento Direction","Viento Fuerza","Nebulosidad Forma","Nebulosidad Grado",Fenomenos,,,,,,,,,,,
1903,8,13,"SAN LUIS - Capital",1903/08/13,771.9,9.4,4,0,12,2,83,SE,1,C,1,,,,,,,,,,,,
1903,8,14,"SAN LUIS - Capital",1903/08/14,771,-0.9,4,0,12,1,67,,0,,0,,,,,,,,,,,,
1903,8,15,"SAN LUIS - Capital",1903/08/15,762,-9,8,4,17,2,59,,0,,0,,,,,,,,,,,,
1903,8,16,"SAN LUIS - Capital",1903/08/16,,,,,20,6,,,,K,1,,,,,,,,,,,,
1903,8,17,"SAN LUIS - Capital",1903/08/17,771.4,,,,21,,,E,2,K,1,,,,,,,,,,,,
1903,8,18,"SAN LUIS - Capital",1903/08/18,768.3,-3.1,,,21,2,,,0,CK,1,,,,,,,,,,,,
1903,8,19,"SAN LUIS - Capital",1903/08/19,770.1,1.8,,,20,3,,,0,,0,,,,,,,,,,,,
1903,8,20,"SAN LUIS - Capital",1903/08/20,763.1,-7,8,,21,3,59,,0,C,2,,,,,,,,,,,,
1903,8,21,"SAN LUIS - Capital",1903/08/21,766.9,3.8,6,-2,20,1,70,,0,C,1,,,,,,,,,,,,
1903,8,22,"SAN LUIS - Capital",1903/08/22,763.5,-3.4,11,5,21,2,52,,0,CK,1,,,,,,,,,,,,
1903,8,23,"SAN LUIS - Capital",1903/08/23,760.9,-2.6,13,2,23,5,55,,0,,0,,,,,,,,,,,,
1903,8,24,"SAN LUIS - Capital",1903/08/24,766.1,5.2,9,-4,26,5,73,,,,0,,,,,,,,,,,,
1903,8,25,"SAN LUIS - Capital",1903/08/25,761.3,-4.8,11,2,18,5,41,,0,N,1,,,,,,,,,,,,
1903,8,26,"SAN LUIS - Capital",1903/08/26,766.3,5,8,-3,25,4,46,,,KN,2,,,,,,,,,,,,
1903,8,27,"SAN LUIS - Capital",1903/08/27,767.6,1.3,10,2,15,4,,,0,CK,1,,,,,,,,,,,,
1903,8,28,"SAN LUIS - Capital",1903/08/28,766.1,-1.5,10,0,20,4,28,,0,,0,,,,,,,,,,,,
1903,8,29,"SAN LUIS - Capital",1903/08/29,770.9,4.8,8,-2,23,4,46,,,,0,,,,,,,,,,,,
1903,8,30,"SAN LUIS - Capital",1903/08/30,767.1,-3.8,,,19,2,,NW,1,C,1,,,,,,,,,,,,
1903,8,31,"SAN LUIS - Capital",1903/08/31,766,-1.1,10,,21,5,28,,0,,0,,,,,,,,,,,,
1903,9,1,"SAN LUIS - Capital",1903/09/01,760.2,-5.8,,,25,6,,NW,2,C,1,,,,,,,,,,,,
1903,9,2,"SAN LUIS - Capital",1903/09/02,760.6,0.4,14,,25,,28,E,1,C,1,,,,,,,,,,,,
1903,9,3,"SAN LUIS - Capital",1903/09/03,767.9,7.3,7,-7,22,3,31,E,3,C,1,,,,,,,,,,,,
1903,9,4,"SAN LUIS - Capital",1903/09/04,,,,,19,3,,,0,KS,3,,,,,,,,,,,,
1903,9,5,"SAN LUIS - Capital",1903/09/05,771.5,,3,,21,0,100,,0,CS,2,,,,,,,,,,,,
1903,9,6,"SAN LUIS - Capital",1903/09/06,768.1,-3.4,12,9,17,0,,,,KN,3,,,,,,,,,,,,
1903,9,7,"SAN LUIS - Capital",1903/09/07,767.8,-0.3,13,1,17,9,55,NE,1,,0,,,,,,,,,,,,
1903,9,8,"SAN LUIS - Capital",1903/09/08,769.4,1.6,,,22,5,,,0,S,1,,,,,,,,,,,,
1903,9,9,"SAN LUIS - Capital",1903/09/09,762.3,-7.1,13,,27,7,35,,0,,0,,,,,,,,,,,,
1903,9,10,"SAN LUIS - Capital",1903/09/10,766.5,4.2,15,2,28,9,39,,,,0,,,,,,,,,,,,
1903,9,11,"SAN LUIS - Capital",1903/09/11,767,0.5,16,1,23,10,41,,0,,0,,,,,,,,,,,,
1903,9,12,"SAN LUIS - Capital",1903/09/12,766.2,-0.8,19,3,27,13,54,,0,,0,,,,,,,,,,,,
1903,9,13,"SAN LUIS - Capital",1903/09/13,763.7,-2.5,18,-1,28,12,44,,0,,0,,,,,,,,,,,,
1903,9,14,"SAN LUIS - Capital",1903/09/14,765.4,1.7,17,-1,30,13,70,,0,C,1,,,,,,,,,,,,
1903,9,15,"SAN LUIS - Capital",1903/09/15,762.4,-3,21,4,32,15,41,,0,,0,,,,,,,,,,,,
1903,9,16,"SAN LUIS - Capital",1903/09/16,760.3,-2.1,21,0,33,16,41,,0,C,1,,,,,,,,,,,,
1903,9,17,"SAN LUIS - Capital",1903/09/17,760.9,0.6,20,-1,33,16,64,,0,,0,,,,,,,,,,,,
1903,9,18,"SAN LUIS - Capital",1903/09/18,759.4,-1.5,22,2,35,16,50,,0,,0,,,,,,,,,,,,
1903,9,19,"SAN LUIS - Capital",1903/09/19,756.1,-3.3,19,-3,32,13,54,,0,,0,,,,,,,,,,,,
1903,9,20,"SAN LUIS - Capital",1903/09/20,,,12,-7,34,7,65,,,N,2,,,,,,,,,,,,
1903,9,21,"SAN LUIS - Capital",1903/09/21,768.7,,13,1,19,4,45,,0,,0,,,,,,,,,,,,
1903,9,22,"SAN LUIS - Capital",1903/09/22,762.8,-5.9,13,0,25,7,45,,0,,0,,,,,,,,,,,,
1903,9,23,"SAN LUIS - Capital",1903/09/23,762.1,-0.7,12,-1,26,5,43,,0,,0,,,,,,,,,,,,
1903,9,24,"SAN LUIS - Capital",1903/09/24,754.6,-7.5,19,7,29,13,63,N,2,,0,,,,,,,,,,,,
1903,9,25,"SAN LUIS - Capital",1903/09/25,759.2,4.6,13,-6,32,8,55,SE,3,N,2,,,,,,,,,,,,
1903,9,26,"SAN LUIS - Capital",1903/09/26,762.8,3.6,11,-2,16,5,41,,,KS,1,,,,,,,,,,,,
1903,9,27,"SAN LUIS - Capital",1903/09/27,766.9,4.1,11,0,18,5,41,,,,0,,,,,,,,,,,,
1903,9,28,"SAN LUIS - Capital",1903/09/28,764,-2.9,15,4,24,7,30,N,2,KS,2,,,,,,,,,,,,
1903,9,29,"SAN LUIS - Capital",1903/09/29,762.4,-1.6,11,-4,25,6,87,,1,CS,1,,,,,,,,,,,,
1903,9,30,"SAN LUIS - Capital",1903/09/30,760.9,-1.5,12,1,25,5,65,,0,C,1,,,,,,,,,,,,
1903,10,1,"SAN LUIS - Capital",1903/10/01,757.7,-3.2,13,1,26,5,77,,0,C,3,,,,,,,,,,,,
1903,10,2,"SAN LUIS - Capital",1903/10/02,,,14,1,27,8,47,E,2,,0,,,,,,,,,,,,
1903,10,3,"SAN LUIS - Capital",1903/10/03,762.5,,11,-3,26,5,87,,0,N,3,PD,,,,,,,,,,,
1903,10,4,"SAN LUIS - Capital",1903/10/04,,,8,-3,20,2,86,,0,,0,,,,,,,,,,,,
1903,10,5,"SAN LUIS - Capital",1903/10/05,763.2,,15,7,21,2,39,N,1,,0,,,,,,,,,,,,
1903,10,6,"SAN LUIS - Capital",1903/10/06,756.6,-6.6,14,-1,26,8,78,,0,,0,,,,,,,,,,,,
1903,10,7,"SAN LUIS - Capital",1903/10/07,764.8,8.2,11,-3,32,6,63,E,3,,0,,,,,,,,,,,,
1903,10,8,"SAN LUIS - Capital",1903/10/08,762.3,-2.5,12,1,21,6,43,E,3,,0,,,,,,,,,,,,
1903,10,9,"SAN LUIS - Capital",1903/10/09,763,0.7,14,2,22,8,37,,0,C,1,,,,,,,,,,,,
1903,10,10,"SAN LUIS - Capital",1903/10/10,760.2,-2.8,17,3,25,7,43,,0,,0,,,,,,,,,,,,
1903,10,11,"SAN LUIS - Capital",1903/10/11,757.7,-2.5,16,-1,28,9,41,E,2,,0,,,,,,,,,,,,
1903,10,12,"SAN LUIS - Capital",1903/10/12,759.4,1.7,15,-1,22,6,39,,0,,0,,,,,,,,,,,,
1903,10,13,"SAN LUIS - Capital",1903/10/13,758,-1.4,8,-7,24,3,72,SE,2,N,3,,,,,,,,,,,,
1903,10,14,"SAN LUIS - Capital",1903/10/14,761.2,3.2,8,0,13,1,72,,0,N,1,,,,,,,,,,,,
1903,10,15,"SAN LUIS - Capital",1903/10/15,,,8,0,12,0,46,,0,,0,,,,,,,,,,,,
1903,10,16,"SAN LUIS - Capital",1903/10/16,764,,13,5,19,6,45,,0,,0,,,,,,,,,,,,
1903,10,17,"SAN LUIS - Capital",1903/10/17,759.9,-4.1,17,4,26,15,43,N,1,N,3,,,,,,,,,,,,
1903,10,18,"SAN LUIS - Capital",1903/10/18,,,19,2,27,13,54,,0,,0,,,,,,,,,,,,
1903,10,19,"SAN LUIS - Capital",1903/10/19,757.3,,20,1,30,14,32,N,2,K,1,,,,,,,,,,,,
1903,10,20,"SAN LUIS - Capital",1903/10/20,758.6,1.3,16,-4,30,13,59,,0,,0,,,,,,,,,,,,
1903,10,21,"SAN LUIS - Capital",1903/10/21,,,18,2,23,13,28,,0,KN,2,,,,,,,,,,,,
1903,10,22,"SAN LUIS - Capital",1903/10/22,,,21,-3,29,15,49,,0,CK,2,,,,,,,,,,,,
1903,10,23,"SAN LUIS - Capital",1903/10/23,762.7,,14,-7,28,12,67,NE,1,KN,3,,,,,,,,,,,,
1903,10,24,"SAN LUIS - Capital",1903/10/24,,,16,2,23,11,59,,0,KS,2,,,,,,,,,,,,
1903,10,25,"SAN LUIS - Capital",1903/10/25,759.5,,19,3,26,15,46,NW,2,K,1,,,,,,,,,,,,
1903,10,26,"SAN LUIS - Capital",1903/10/26,758.5,-1,23,4,30,17,44,,0,S,2,,,,,,,,,,,,
1903,10,27,"SAN LUIS - Capital",1903/10/27,763.1,4.6,14,-9,32,12,89,,0,N,3,,,,,,,,,,,,
1903,10,28,"SAN LUIS - Capital",1903/10/28,764.5,1.4,17,3,17,9,61,,0,,0,,,,,,,,,,,,
1903,10,29,"SAN LUIS - Capital",1903/10/29,759.1,-5.4,19,2,27,13,63,N,1,C,1,,,,,,,,,,,,
1903,10,30,"SAN LUIS - Capital",1903/10/30,764.1,5,14,-5,29,12,100,S,1,N,3,,,,,,,,,,,,
1903,10,31,"SAN LUIS - Capital",1903/10/31,759.1,-5,21,7,25,12,57,,0,CK,2,,,,,,,,,,,,
1903,11,1,"SAN LUIS - Capital",1903/11/01,760,0.9,15,-6,30,12,78,E,1,KN,3,,,,,,,,,,,,
1903,11,2,"SAN LUIS - Capital",1903/11/02,759.1,-0.9,16,1,24,13,69,E,1,KN,2,,,,,,,,,,,,
1903,11,3,,1903/11/03,765.1,6,12,-2,23,9,88,S,1,KS,3,,,,,,,,,,,,
1903,11,4,,1903/11/04,766.9,1.8,14,2,20,7,67,,0,C,1,,,,,,,,,,,,
1903,11,5,,1903/11/05,765.7,-1.1,13,-1,20,10,35,E,3,K,3,,,,,,,,,,,,
1903,11,6,,1903/11/06,769.1,3.4,6,-7,13,5,85,E,2,N,3,,,,,,,,,,,,
1903,11,7,,1903/11/07,766.6,-2.5,12,3,12,5,76,,0,CK,3,,,,,,,,,,,,
1903,11,8,,1903/11/08,763.4,-3.2,15,3,19,8,58,N,1,,0,,,,,,,,,,,,
1903,11,9,,1903/11/09,766.9,3.5,12,-3,26,10,65,E,2,KS,3,,,,,,,,,,,,
1903,11,10,,1903/11/10,,,,,22,11,,,,,0,,,,,,,,,,,,
1903,11,11,,1903/11/11,758.3,,18,,28,16,62,SE,1,KN,2,,,,,,,,,,,,
1903,11,12,,1903/11/12,762.1,3.8,16,-2,29,14,79,E,1,N,2,,,,,,,,,,,,
1903,11,13,,1903/11/13,761.8,-0.3,22,6,28,13,50,,0,C,1,,,,,,,,,,,,
1903,11,14,,1903/11/14,761.2,-0.6,15,-7,30,13,89,NE,1,N,3,,,,,,,,,,,,
1903,11,15,,1903/11/15,761.6,0.4,16,1,25,13,89,,0,N,3,,,,,,,,,,,,
1903,11,16,,1903/11/16,762,0.4,17,1,17,12,80,,0,CK,1,,,,,,,,,,,,
1903,11,17,,1903/11/17,759.9,-2.1,20,3,24,,64,,0,,0,,,,,,,,,,,,
1903,11,18,,1903/11/18,757.8,-2.1,22,2,30,15,58,,0,C,1,,,,,,,,,,,,
1903,11,19,,1903/11/19,757.7,-0.1,24,2,32,17,60,,0,,0,,,,,,,,,,,,
1903,11,20,,1903/11/20,755.7,-2,24,0,32,18,53,,0,,0,,,,,,,,,,,,
1903,11,21,,1903/11/21,,,25,1,33,18,54,E,1,,0,,,,,,,,,,,,
1903,11,22,,1903/11/22,758.9,,20,-5,33,20,72,E,2,K,2,,,,,,,,,,,,
1903,11,23,,1903/11/23,754.5,-4.4,26,6,30,16,48,NE,2,,0,,,,,,,,,,,,
1903,11,24,,1903/11/24,753.2,-1.3,21,-5,36,18,65,E,2,C,1,,,,,,,,,,,,
1903,11,25,,1903/11/25,755.2,2,21,0,36,19,56,E,3,,0,,,,,,,,,,,,
1903,11,26,,1903/11/26,754.1,-1.1,22,1,27,14,66,,0,,0,,,,,,,,,,,,
1903,11,27,,1903/11/27,758,3.9,18,-4,27,12,62,E,2,,0,,,,,,,,,,,,
1903,11,28,,1903/11/28,758.1,0.1,22,4,32,16,66,,0,,0,,,,,,,,,,,,
1903,11,29,,1903/11/29,,,,,28,16,,N,2,C,1,,,,,,,,,,,,
1903,11,30,,1903/11/30,759.9,,22,,33,17,50,E,1,KN,3,,,,,,,,,,,,
1903,12,1,,1903/12/01,760.4,0.5,20,-2,34,19,32,E,3,CK,1,,,,,,,,,,,,
1903,12,2,,1903/12/02,759.6,-0.8,19,-1,29,14,23,E,3,,0,,,,,,,,,,,,
1903,12,3,,1903/12/03,754.2,-5.4,25,6,32,18,47,N,1,,0,,,,,,,,,,,,
1903,12,4,,1903/12/04,753.6,-0.6,23,-2,36,19,37,E,2,CS,1,,,,,,,,,,,,
1903,12,5,,1903/12/05,,,20,-3,29,14,55,E,2,,0,PD,,,,,,,,,,,
1903,12,6,,1903/12/06,760.2,,23,3,31,13,66,,0,C,1,,,,,,,,,,,,
1903,12,7,,1903/12/07,760.9,0.7,22,-1,28,16,66,,0,CK,1,,,,,,,,,,,,
1903,12,8,,1903/12/08,759,-1.8,24,2,27,16,53,N,1,C,1,,,,,,,,,,,,
1903,12,9,,1903/12/09,757.2,-1.9,23,-1,32,18,66,NE,1,N,3,,,,,,,,,,,,
1903,12,10,,1903/12/10,768.2,11,10,-13,25,9,86,SE,1,N,3,,,,,,,,,,,,
1903,12,11,,1903/12/11,763.7,-4.5,16,6,16,14,79,,0,C,1,,,,,,,,,,,,
1903,12,12,,1903/12/12,759.9,-3.8,17,1,26,13,70,NW,1,K,3,,,,,,,,,,,,
1903,12,13,,1903/12/13,760.6,0.7,16,-1,24,12,79,,0,C,1,,,,,,,,,,,,
1903,12,14,,1903/12/14,760.6,0,16,0,27,14,89,N,1,N,3,,,,,,,,,,,,
1903,12,15,,1903/12/15,762,1.4,19,3,24,11,63,,0,,0,,,,,,,,,,,,
1903,12,16,,1903/12/16,760.5,-1.5,23,4,26,15,59,,0,C,1,,,,,,,,,,,,
1903,12,17,,1903/12/17,762,1.5,16,-7,30,14,89,SE,1,KN,3,,,,,,,,,,,,
1903,12,18,,1903/12/18,763,1,14,-2,27,13,100,,0,N,3,,,,,,,,,,,,
1903,12,19,,1903/12/19,758.9,-4.1,19,5,23,12,72,,0,,0,,,,,,,,,,,,
1903,12,20,,1903/12/20,759.2,0.3,24,5,31,17,39,,0,,0,,,,,,,,,,,,
1903,12,21,,1903/12/21,756,-3.2,26,2,35,21,42,N,3,,0,,,,,,,,,,,,
1903,12,22,,1903/12/22,757.5,1.5,24,-2,34,20,60,,0,C,1,,,,,,,,,,,,
1903,12,23,,1903/12/23,759.1,1.6,21,-3,35,18,57,NE,3,KS,3,,,,,,,,,,,,
1903,12,24,,1903/12/24,750.9,-8.2,26,5,35,20,48,,0,,0,,,,,,,,,,,,
1903,12,25,,1903/12/25,,,,,,,,,,,,,,,,,,,,,,,
1903,12,26,,1903/12/26,762.7,1.3,17,3,23,12,43,,0,,0,,,,,,,,,,,,
1903,12,27,,1903/12/27,760.4,-2.3,,,27,15,,,0,C,1,,,,,,,,,,,,
1903,12,28,,1903/12/28,762.5,2.1,14,,31,9,78,,0,N,2,,,,,,,,,,,,
1903,12,29,,1903/12/29,762.2,-0.3,18,4,23,12,71,,0,,0,,,,,,,,,,,,
1903,12,30,,1903/12/30,758.5,-3.7,21,3,29,15,73,N,2,C,2,,,,,,,,,,,,
1903,12,31,,1903/12/31,756.9,-1.6,25,4,30,17,54,,0,CS,2,,,,,,,,,,,,
