,,,,,Barometro,,Temperatura,,,,"Humedad ",Viento,,Nebulosidad,,Fenomenos,,,,,,,,,,,
YEAR,MONTH,DAY,Estaciones,DATE,"Barometro Reducido a o y al nivel del Mar","Cambio en 24 horas","Temperatura a las 7 a.m.","Cambio en 24 horas","Temperatura Maxima","Temperatura Minima","Humedad relativa","Viento Direction","Viento Fuerza","Nebulosidad Forma","Nebulosidad Grado",Fenomenos,,,,,,,,,,,
1903,1,18,"SANTA FE - Capital",1903/01/18,,,,,,,,,,,,,,,,,,,,,,,
1903,1,19,"SANTA FE - Capital",1903/01/19,,,,,,,,,,,,,,,,,,,,,,,
1903,1,20,"SANTA FE - Capital",1903/01/20,,,,,,,,,,,,,,,,,,,,,,,
1903,1,21,"SANTA FE - Capital",1903/01/21,,,,,,,,,,,,,,,,,,,,,,,
1903,1,22,"SANTA FE - Capital",1903/01/22,,,,,,,,,,,,,,,,,,,,,,,
1903,1,23,"SANTA FE - Capital",1903/01/23,,,,,,,,,,,,,,,,,,,,,,,
1903,1,24,"SANTA FE - Capital",1903/01/24,,,,,,,,,,,,,,,,,,,,,,,
1903,1,25,"SANTA FE - Capital",1903/01/25,,,,,,,,,,,,,,,,,,,,,,,
1903,1,26,"SANTA FE - Capital",1903/01/26,,,,,,,,,,,,,,,,,,,,,,,
1903,1,27,"SANTA FE - Capital",1903/01/27,,,,,,,,,,,,,,,,,,,,,,,
1903,1,28,"SANTA FE - Capital",1903/01/28,,,,,,,,,,,,,,,,,,,,,,,
1903,1,29,"SANTA FE - Capital",1903/01/29,,,,,,,,,,,,,,,,,,,,,,,
1903,1,30,"SANTA FE - Capital",1903/01/30,,,,,,,,,,,,,,,,,,,,,,,
1903,1,31,"SANTA FE - Capital",1903/01/31,,,,,,,,,,,,,,,,,,,,,,,
1903,2,1,"SANTA FE - Capital",1903/02/01,,,,,,,,,,,,,,,,,,,,,,,
1903,2,2,"SANTA FE - Capital",1903/02/02,,,,,,,,,,,,,,,,,,,,,,,
1903,2,3,"SANTA FE - Capital",1903/02/03,,,,,,,,,,,,,,,,,,,,,,,
1903,2,4,"SANTA FE - Capital",1903/02/04,,,,,,,,,,,,,,,,,,,,,,,
1903,2,5,"SANTA FE - Capital",1903/02/05,,,,,,,,,,,,,,,,,,,,,,,
1903,2,6,"SANTA FE - Capital",1903/02/06,,,,,,,,,,,,,,,,,,,,,,,
1903,2,7,"SANTA FE - Capital",1903/02/07,,,,,,,,,,,,,,,,,,,,,,,
1903,2,8,"SANTA FE - Capital",1903/02/08,,,,,,,,,,,,,,,,,,,,,,,
1903,2,9,"SANTA FE - Capital",1903/02/09,,,,,,,,,,,,,,,,,,,,,,,
1903,2,10,"SANTA FE - Capital",1903/02/10,,,,,,,,,,,,,,,,,,,,,,,
1903,2,11,"SANTA FE - Capital",1903/02/11,,,,,,,,,,,,,,,,,,,,,,,
1903,2,12,"SANTA FE - Capital",1903/02/12,,,,,,,,,,,,,,,,,,,,,,,
1903,2,13,"SANTA FE - Capital",1903/02/13,,,,,,,,,,,,,,,,,,,,,,,
1903,2,14,"SANTA FE - Capital",1903/02/14,,,,,,,,,,,,,,,,,,,,,,,
1903,2,15,"SANTA FE - Capital",1903/02/15,,,,,,,,,,,,,,,,,,,,,,,
1903,2,16,"SANTA FE - Capital",1903/02/16,,,,,,,,,,,,,,,,,,,,,,,
1903,2,17,"SANTA FE - Capital",1903/02/17,,,,,,,,,,,,,,,,,,,,,,,
1903,2,18,"SANTA FE - Capital",1903/02/18,,,,,,,,,,,,,,,,,,,,,,,
1903,2,19,"SANTA FE - Capital",1903/02/19,,,,,,,,,,,,,,,,,,,,,,,
1903,2,20,"SANTA FE - Capital",1903/02/20,,,,,,,,,,,,,,,,,,,,,,,
1903,2,21,"SANTA FE - Capital",1903/02/21,,,,,,,,,,,,,,,,,,,,,,,
1903,2,22,"SANTA FE - Capital",1903/02/22,,,,,,,,,,,,,,,,,,,,,,,
1903,2,23,"SANTA FE - Capital",1903/02/23,,,,,,,,,,,,,,,,,,,,,,,
1903,2,24,"SANTA FE - Capital",1903/02/24,,,,,,,,,,,,,,,,,,,,,,,
1903,2,25,"SANTA FE - Capital",1903/02/25,,,,,,,,,,,,,,,,,,,,,,,
1903,2,26,"SANTA FE - Capital",1903/02/26,,,,,,,,,,,,,,,,,,,,,,,
1903,2,27,"SANTA FE - Capital",1903/02/27,,,,,,,,,,,,,,,,,,,,,,,
1903,2,28,"SANTA FE - Capital",1903/02/28,,,,,,,,,,,,,,,,,,,,,,,
1903,3,1,"SANTA FE - Capital",1903/03/01,,,,,,,,,,,,,,,,,,,,,,,
1903,3,2,"SANTA FE - Capital",1903/03/02,,,,,,,,,,,,,,,,,,,,,,,
1903,3,3,"SANTA FE - Capital",1903/03/03,,,,,,,,,,,,,,,,,,,,,,,
1903,3,4,"SANTA FE - Capital",1903/03/04,,,,,,,,,,,,,,,,,,,,,,,
1903,3,5,"SANTA FE - Capital",1903/03/05,,,,,,,,,,,,,,,,,,,,,,,
1903,3,6,"SANTA FE - Capital",1903/03/06,,,,,,,,,,,,,,,,,,,,,,,
1903,3,7,"SANTA FE - Capital",1903/03/07,,,,,,,,,,,,,,,,,,,,,,,
1903,3,8,"SANTA FE - Capital",1903/03/08,,,,,,,,,,,,,,,,,,,,,,,
1903,3,9,"SANTA FE - Capital",1903/03/09,,,,,,,,,,,,,,,,,,,,,,,
1903,3,10,"SANTA FE - Capital",1903/03/10,,,,,,,,,,,,,,,,,,,,,,,
1903,3,11,"SANTA FE - Capital",1903/03/11,,,,,,,,,,,,,,,,,,,,,,,
1903,3,12,"SANTA FE - Capital",1903/03/12,,,,,,,,,,,,,,,,,,,,,,,
1903,3,13,"SANTA FE - Capital",1903/03/13,,,,,,,,,,,,,,,,,,,,,,,
1903,3,14,"SANTA FE - Capital",1903/03/14,,,,,,,,,,,,,,,,,,,,,,,
1903,3,15,"SANTA FE - Capital",1903/03/15,,,,,,,,,,,,,,,,,,,,,,,
1903,3,16,"SANTA FE - Capital",1903/03/16,,,,,,,,,,,,,,,,,,,,,,,
1903,3,17,"SANTA FE - Capital",1903/03/17,,,,,,,,,,,,,,,,,,,,,,,
1903,3,18,"SANTA FE - Capital",1903/03/18,,,,,,,,,,,,,,,,,,,,,,,
1903,3,19,"SANTA FE - Capital",1903/03/19,,,,,,,,,,,,,,,,,,,,,,,
1903,3,20,"SANTA FE - Capital",1903/03/20,,,,,,,,,,,,,,,,,,,,,,,
1903,3,21,"SANTA FE - Capital",1903/03/21,,,,,,,,,,,,,,,,,,,,,,,
1903,3,22,"SANTA FE - Capital",1903/03/22,,,,,,,,,,,,,,,,,,,,,,,
1903,3,23,"SANTA FE - Capital",1903/03/23,,,,,,,,,,,,,,,,,,,,,,,
1903,3,24,"SANTA FE - Capital",1903/03/24,,,,,,,,,,,,,,,,,,,,,,,
1903,3,25,"SANTA FE - Capital",1903/03/25,,,,,,,,,,,,,,,,,,,,,,,
1903,3,26,"SANTA FE - Capital",1903/03/26,,,,,,,,,,,,,,,,,,,,,,,
1903,3,27,"SANTA FE - Capital",1903/03/27,,,,,,,,,,,,,,,,,,,,,,,
1903,3,28,"SANTA FE - Capital",1903/03/28,,,,,,,,,,,,,,,,,,,,,,,
1903,3,29,"SANTA FE - Capital",1903/03/29,,,,,,,,,,,,,,,,,,,,,,,
1903,3,30,"SANTA FE - Capital",1903/03/30,,,,,,,,,,,,,,,,,,,,,,,
1903,3,31,"SANTA FE - Capital",1903/03/31,,,,,,,,,,,,,,,,,,,,,,,
1903,4,1,"SANTA FE - Capital",1903/04/01,,,,,,,,,,,,,,,,,,,,,,,
1903,4,2,"SANTA FE - Capital",1903/04/02,,,,,,,,,,,,,,,,,,,,,,,
1903,4,3,"SANTA FE - Capital",1903/04/03,,,,,,,,,,,,,,,,,,,,,,,
1903,4,4,"SANTA FE - Capital",1903/04/04,,,,,,,,,,,,,,,,,,,,,,,
1903,4,5,"SANTA FE - Capital",1903/04/05,,,,,,,,,,,,,,,,,,,,,,,
1903,4,6,"SANTA FE - Capital",1903/04/06,,,,,,,,,,,,,,,,,,,,,,,
1903,4,7,"SANTA FE - Capital",1903/04/07,,,,,,,,,,,,,,,,,,,,,,,
1903,4,8,"SANTA FE - Capital",1903/04/08,,,,,,,,,,,,,,,,,,,,,,,
1903,4,9,"SANTA FE - Capital",1903/04/09,,,,,,,,,,,,,,,,,,,,,,,
1903,4,10,"SANTA FE - Capital",1903/04/10,,,,,,,,,,,,,,,,,,,,,,,
1903,4,11,"SANTA FE - Capital",1903/04/11,,,,,,,,,,,,,,,,,,,,,,,
1903,4,12,"SANTA FE - Capital",1903/04/12,,,,,,,,,,,,,,,,,,,,,,,
1903,4,13,"SANTA FE - Capital",1903/04/13,,,,,,,,,,,,,,,,,,,,,,,
1903,4,14,"SANTA FE - Capital",1903/04/14,,,,,,,,,,,,,,,,,,,,,,,
1903,4,15,"SANTA FE - Capital",1903/04/15,,,,,,,,,,,,,,,,,,,,,,,
1903,4,16,"SANTA FE - Capital",1903/04/16,,,,,,,,,,,,,,,,,,,,,,,
1903,4,17,"SANTA FE - Capital",1903/04/17,,,,,,,,,,,,,,,,,,,,,,,
1903,4,18,"SANTA FE - Capital",1903/04/18,,,,,,,,,,,,,,,,,,,,,,,
1903,4,19,"SANTA FE - Capital",1903/04/19,,,,,,,,,,,,,,,,,,,,,,,
1903,4,20,"SANTA FE - Capital",1903/04/20,,,,,,,,,,,,,,,,,,,,,,,
1903,4,21,"SANTA FE - Capital",1903/04/21,,,,,,,,,,,,,,,,,,,,,,,
1903,4,22,"SANTA FE - Capital",1903/04/22,,,,,,,,,,,,,,,,,,,,,,,
1903,4,23,"SANTA FE - Capital",1903/04/23,,,,,,,,,,,,,,,,,,,,,,,
1903,4,24,"SANTA FE - Capital",1903/04/24,,,,,,,,,,,,,,,,,,,,,,,
1903,4,25,"SANTA FE - Capital",1903/04/25,,,,,,,,,,,,,,,,,,,,,,,
1903,4,26,"SANTA FE - Capital",1903/04/26,,,,,,,,,,,,,,,,,,,,,,,
1903,4,27,"SANTA FE - Capital",1903/04/27,,,,,,,,,,,,,,,,,,,,,,,
1903,4,28,"SANTA FE - Capital",1903/04/28,,,,,,,,,,,,,,,,,,,,,,,
1903,4,29,"SANTA FE - Capital",1903/04/29,,,,,,,,,,,,,,,,,,,,,,,
1903,4,30,"SANTA FE - Capital",1903/04/30,,,,,,,,,,,,,,,,,,,,,,,
1903,5,1,"SANTA FE - Capital",1903/05/01,,,,,,,,,,,,,,,,,,,,,,,
1903,5,2,"SANTA FE - Capital",1903/05/02,,,,,,,,,,,,,,,,,,,,,,,
1903,5,3,"SANTA FE - Capital",1903/05/03,,,,,,,,,,,,,,,,,,,,,,,
1903,5,4,"SANTA FE - Capital",1903/05/04,,,,,,,,,,,,,,,,,,,,,,,
1903,5,5,"SANTA FE - Capital",1903/05/05,,,,,,,,,,,,,,,,,,,,,,,
1903,5,6,"SANTA FE - Capital",1903/05/06,,,,,,,,,,,,,,,,,,,,,,,
1903,5,7,"SANTA FE - Capital",1903/05/07,,,,,,,,,,,,,,,,,,,,,,,
1903,5,8,"SANTA FE - Capital",1903/05/08,,,,,,,,,,,,,,,,,,,,,,,
1903,5,9,"SANTA FE - Capital",1903/05/09,,,,,,,,,,,,,,,,,,,,,,,
1903,5,10,"SANTA FE - Capital",1903/05/10,,,,,,,,,,,,,,,,,,,,,,,
1903,5,11,"SANTA FE - Capital",1903/05/11,,,,,,,,,,,,,,,,,,,,,,,
1903,5,12,"SANTA FE - Capital",1903/05/12,,,,,,,,,,,,,,,,,,,,,,,
1903,5,13,"SANTA FE - Capital",1903/05/13,,,,,,,,,,,,,,,,,,,,,,,
1903,5,14,"SANTA FE - Capital",1903/05/14,,,,,,,,,,,,,,,,,,,,,,,
1903,5,15,"SANTA FE - Capital",1903/05/15,,,,,,,,,,,,,,,,,,,,,,,
1903,5,16,"SANTA FE - Capital",1903/05/16,,,,,,,,,,,,,,,,,,,,,,,
1903,5,17,"SANTA FE - Capital",1903/05/17,,,,,,,,,,,,,,,,,,,,,,,
1903,5,18,"SANTA FE - Capital",1903/05/18,,,,,,,,,,,,,,,,,,,,,,,
1903,5,19,"SANTA FE - Capital",1903/05/19,,,,,,,,,,,,,,,,,,,,,,,
1903,5,20,"SANTA FE - Capital",1903/05/20,,,,,,,,,,,,,,,,,,,,,,,
1903,5,21,"SANTA FE - Capital",1903/05/21,,,,,,,,,,,,,,,,,,,,,,,
1903,5,22,"SANTA FE - Capital",1903/05/22,,,,,,,,,,,,,,,,,,,,,,,
1903,5,23,"SANTA FE - Capital",1903/05/23,,,,,,,,,,,,,,,,,,,,,,,
1903,5,24,"SANTA FE - Capital",1903/05/24,,,,,,,,,,,,,,,,,,,,,,,
1903,5,25,"SANTA FE - Capital",1903/05/25,,,,,,,,,,,,,,,,,,,,,,,
1903,5,26,"SANTA FE - Capital",1903/05/26,,,,,,,,,,,,,,,,,,,,,,,
1903,5,27,"SANTA FE - Capital",1903/05/27,,,,,,,,,,,,,,,,,,,,,,,
1903,5,28,"SANTA FE - Capital",1903/05/28,,,,,,,,,,,,,,,,,,,,,,,
1903,5,29,"SANTA FE - Capital",1903/05/29,,,,,,,,,,,,,,,,,,,,,,,
1903,5,30,"SANTA FE - Capital",1903/05/30,,,,,,,,,,,,,,,,,,,,,,,
1903,5,31,"SANTA FE - Capital",1903/05/31,,,,,,,,,,,,,,,,,,,,,,,
1903,6,1,"SANTA FE - Capital",1903/06/01,,,,,,,,,,,,,,,,,,,,,,,
1903,6,2,"SANTA FE - Capital",1903/06/02,,,,,,,,,,,,,,,,,,,,,,,
1903,6,3,"SANTA FE - Capital",1903/06/03,,,,,,,,,,,,,,,,,,,,,,,
1903,6,4,"SANTA FE - Capital",1903/06/04,,,,,,,,,,,,,,,,,,,,,,,
1903,6,5,"SANTA FE - Capital",1903/06/05,,,,,,,,,,,,,,,,,,,,,,,
1903,6,6,"SANTA FE - Capital",1903/06/06,,,,,,,,,,,,,,,,,,,,,,,
1903,6,7,"SANTA FE - Capital",1903/06/07,,,,,,,,,,,,,,,,,,,,,,,
1903,6,8,"SANTA FE - Capital",1903/06/08,,,,,,,,,,,,,,,,,,,,,,,
1903,6,9,"SANTA FE - Capital",1903/06/09,,,,,,,,,,,,,,,,,,,,,,,
1903,6,10,"SANTA FE - Capital",1903/06/10,,,,,,,,,,,,,,,,,,,,,,,
1903,6,11,"SANTA FE - Capital",1903/06/11,,,,,,,,,,,,,,,,,,,,,,,
1903,6,12,"SANTA FE - Capital",1903/06/12,,,,,,,,,,,,,,,,,,,,,,,
1903,6,13,"SANTA FE - Capital",1903/06/13,,,,,,,,,,,,,,,,,,,,,,,
1903,6,14,"SANTA FE - Capital",1903/06/14,,,,,,,,,,,,,,,,,,,,,,,
1903,6,15,"SANTA FE - Capital",1903/06/15,,,,,,,,,,,,,,,,,,,,,,,
1903,6,16,"SANTA FE - Capital",1903/06/16,,,,,,,,,,,,,,,,,,,,,,,
1903,6,17,"SANTA FE - Capital",1903/06/17,,,,,,,,,,,,,,,,,,,,,,,
1903,6,18,"SANTA FE - Capital",1903/06/18,,,,,,,,,,,,,,,,,,,,,,,
1903,6,19,"SANTA FE - Capital",1903/06/19,,,,,,,,,,,,,,,,,,,,,,,
1903,6,20,"SANTA FE - Capital",1903/06/20,,,,,,,,,,,,,,,,,,,,,,,
1903,6,21,"SANTA FE - Capital",1903/06/21,,,,,,,,,,,,,,,,,,,,,,,
1903,6,22,"SANTA FE - Capital",1903/06/22,,,,,,,,,,,,,,,,,,,,,,,
1903,6,23,"SANTA FE - Capital",1903/06/23,,,,,,,,,,,,,,,,,,,,,,,
1903,6,24,"SANTA FE - Capital",1903/06/24,,,,,,,,,,,,,,,,,,,,,,,
1903,6,25,"SANTA FE - Capital",1903/06/25,,,,,,,,,,,,,,,,,,,,,,,
1903,6,26,"SANTA FE - Capital",1903/06/26,,,,,,,,,,,,,,,,,,,,,,,
1903,6,27,"SANTA FE - Capital",1903/06/27,,,,,,,,,,,,,,,,,,,,,,,
1903,6,28,"SANTA FE - Capital",1903/06/28,,,,,,,,,,,,,,,,,,,,,,,
1903,6,29,"SANTA FE - Capital",1903/06/29,,,,,,,,,,,,,,,,,,,,,,,
1903,6,30,"SANTA FE - Capital",1903/06/30,,,,,,,,,,,,,,,,,,,,,,,
1903,7,1,"SANTA FE - Capital",1903/07/01,759.1,-2.1,19,4,22,19,90,NE,2,KN,3,,,,,,,,,,,,
1903,7,2,"SANTA FE - Capital",1903/07/02,760.1,1,19,0,24,18,81,N,2,KS,3,,,,,,,,,,,,
1903,7,3,"SANTA FE - Capital",1903/07/03,764.9,4.8,15,-4,23,15,100,W,1,N,3,,,,,,,,,,,,
1903,7,4,"SANTA FE - Capital",1903/07/04,763.1,-1.8,10,-5,15,10,100,S,2,N,3,,,,,,,,,,,,
1903,7,5,"SANTA FE - Capital",1903/07/05,767.9,4.8,4,-6,12,2,100,S,1,,0,,,,,,,,,,,,
1903,7,6,"SANTA FE - Capital",1903/07/06,762,-5.9,3,-1,11,2,83,N,1,,0,,,,,,,,,,,,
1903,7,7,"SANTA FE - Capital",1903/07/07,762.5,0.5,6,3,15,5,100,S,2,,0,,,,,,,,,,,,
1903,7,8,"SANTA FE - Capital",1903/07/08,770.9,8.4,3,-3,11,1,83,SE,1,,0,,,,,,,,,,,,
1903,7,9,"SANTA FE - Capital",1903/07/09,770.5,-0.4,3,0,10,3,100,E,2,,0,,,,,,,,,,,,
1903,7,10,"SANTA FE - Capital",1903/07/10,769.3,-1.2,4,1,10,4,100,NE,1,,0,,,,,,,,,,,,
1903,7,11,"SANTA FE - Capital",1903/07/11,764.3,-5,9,5,13,8,100,NE,2,,0,,,,,,,,,,,,
1903,7,12,"SANTA FE - Capital",1903/07/12,759.9,-4.4,16,7,,14,100,NE,2,,0,,,,,,,,,,,,
1903,7,13,"SANTA FE - Capital",1903/07/13,767.5,7.6,14,-2,26,13,78,SE,2,KS,3,,,,,,,,,,,,
1903,7,14,"SANTA FE - Capital",1903/07/14,773,5.5,6,-8,14,5,85,SW,2,,0,,,,,,,,,,,,
1903,7,15,"SANTA FE - Capital",1903/07/15,775.6,2.6,4,-2,11,4,83,E,2,CK,2,,,,,,,,,,,,
1903,7,16,"SANTA FE - Capital",1903/07/16,775.9,0.3,4,0,9,3,83,NE,1,,0,Er,,,,,,,,,,,
1903,7,17,"SANTA FE - Capital",1903/07/17,771.2,-4.7,5,1,10,4,84,N,1,,0,,,,,,,,,,,,
1903,7,18,"SANTA FE - Capital",1903/07/18,767,-4.2,,,14,,85,N,1,,0,,,,,,,,,,,,
1903,7,19,"SANTA FE - Capital",1903/07/19,763.5,-3.5,7,,15,7,85,NE,1,,0,,,,,,,,,,,,
1903,7,20,"SANTA FE - Capital",1903/07/20,764.5,1,11,4,18,10,87,E,1,K,2,,,,,,,,,,,,
1903,7,21,"SANTA FE - Capital",1903/07/21,767.8,3.3,11,0,21,11,100,S,1,KS,2,,,,,,,,,,,,
1903,7,22,"SANTA FE - Capital",1903/07/22,766.7,-1.1,10,-1,19,9,86,E,2,,0,,,,,,,,,,,,
1903,7,23,"SANTA FE - Capital",1903/07/23,765.3,-1.4,13,3,16,13,100,E,2,KN,3,Rt,,,,,,,,,,,
1903,7,24,"SANTA FE - Capital",1903/07/24,767.5,2.2,11,-2,14,10,87,E,2,,0,,,,,,,,,,,,
1903,7,25,"SANTA FE - Capital",1903/07/25,768.3,0.8,9,-2,17,9,86,E,1,,0,,,,,,,,,,,,
1903,7,26,"SANTA FE - Capital",1903/07/26,766.4,-1.9,12,3,18,12,88,NE,2,S,2,,,,,,,,,,,,
1903,7,27,"SANTA FE - Capital",1903/07/27,760.5,-5.9,15,3,19,15,100,SE,2,N,3,,,,,,,,,,,,
1903,7,28,"SANTA FE - Capital",1903/07/28,758.3,-2.2,13,-2,16,13,100,SW,3,KS,3,Rt,,,,,,,,,,,
1903,7,29,"SANTA FE - Capital",1903/07/29,763.3,5,8,-5,16,6,100,SE,1,CS,2,,,,,,,,,,,,
1903,7,30,"SANTA FE - Capital",1903/07/30,760.9,-2.4,11,2,16,11,100,S,1,KS,3,,,,,,,,,,,,
1903,7,31,"SANTA FE - Capital",1903/07/31,771.6,10.7,4,-7,16,4,100,SW,3,KS,3,,,,,,,,,,,,
1903,8,1,"SANTA FE - Capital",1903/08/01,,,,,,,,,,,,,,,,,,,,,,,
1903,8,2,"SANTA FE - Capital",1903/08/02,771.6,,5,,11,5,100,NE,2,CS,2,,,,,,,,,,,,
1903,8,3,"SANTA FE - Capital",1903/08/03,765.1,-6.5,10,5,13,9,100,NE,2,KS,3,,,,,,,,,,,,
1903,8,4,"SANTA FE - Capital",1903/08/04,760.7,-4.4,14,4,16,13,100,SE,2,KN,3,Rt,,,,,,,,,,,
1903,8,5,"SANTA FE - Capital",1903/08/05,762.3,1.6,13,-1,17,13,100,SE,2,N,3,Rt,,,,,,,,,,,
1903,8,6,"SANTA FE - Capital",1903/08/06,,,,,,,,,,,,,,,,,,,,,,,
1903,8,7,"SANTA FE - Capital",1903/08/07,761.9,2,6,-6,12,6,85,W,2,,0,Rt,,,,,,,,,,,
1903,8,8,"SANTA FE - Capital",1903/08/08,763,1.1,6,0,14,6,85,,0,CS,2,,,,,,,,,,,,
1903,8,9,"SANTA FE - Capital",1903/08/09,762.9,-0.1,7,1,15,6,85,,,,0,,,,,,,,,,,,
1903,8,10,"SANTA FE - Capital",1903/08/10,770.6,7.7,5,-2,15,4,84,NW,1,,0,,,,,,,,,,,,
1903,8,11,"SANTA FE - Capital",1903/08/11,762.4,-8.2,8,3,15,8,86,NE,1,CS,2,,,,,,,,,,,,
1903,8,12,"SANTA FE - Capital",1903/08/12,759.5,-2.9,11,3,17,10,87,NE,1,,0,,,,,,,,,,,,
1903,8,13,"SANTA FE - Capital",1903/08/13,764.9,5.4,11,0,18,11,87,S,3,K,3,,,,,,,,,,,,
1903,8,14,"SANTA FE - Capital",1903/08/14,773.2,8.3,5,-6,13,4,84,,0,,0,,,,,,,,,,,,
1903,8,15,"SANTA FE - Capital",1903/08/15,764.9,-8.3,7,2,13,7,85,N,2,,0,,,,,,,,,,,,
1903,8,16,"SANTA FE - Capital",1903/08/16,764.1,-0.8,9,2,17,8,86,SW,1,KS,3,,,,,,,,,,,,
1903,8,17,"SANTA FE - Capital",1903/08/17,770.3,6.2,7,-2,17,7,85,SW,2,CS,1,,,,,,,,,,,,
1903,8,18,"SANTA FE - Capital",1903/08/18,772.7,2.4,5,-2,17,5,84,E,1,,0,,,,,,,,,,,,
1903,8,19,"SANTA FE - Capital",1903/08/19,770.8,-1.9,7,2,13,7,85,E,2,,0,,,,,,,,,,,,
1903,8,20,"SANTA FE - Capital",1903/08/20,768,-2.8,7,0,15,7,85,NE,1,CS,3,,,,,,,,,,,,
1903,8,21,"SANTA FE - Capital",1903/08/21,765.1,-2.9,9,2,17,9,86,NE,1,,0,,,,,,,,,,,,
1903,8,22,"SANTA FE - Capital",1903/08/22,766,0.9,9,0,19,8,100,,0,,0,,,,,,,,,,,,
1903,8,23,"SANTA FE - Capital",1903/08/23,763,-3,11,2,20,11,75,N,1,,0,,,,,,,,,,,,
1903,8,24,"SANTA FE - Capital",1903/08/24,762.3,-0.7,13,2,23,12,77,NE,1,,0,,,,,,,,,,,,
1903,8,25,"SANTA FE - Capital",1903/08/25,762.2,-0.1,14,1,18,13,78,E,2,,0,,,,,,,,,,,,
1903,8,26,"SANTA FE - Capital",1903/08/26,758.7,-3.5,17,3,25,17,100,SW,2,KN,3,Rt,,,,,,,,,,,
1903,8,27,"SANTA FE - Capital",1903/08/27,768,9.3,9,-8,19,9,100,SE,2,CK,1,,,,,,,,,,,,
1903,8,28,"SANTA FE - Capital",1903/08/28,765.1,-2.9,9,0,14,9,86,S,1,KS,3,,,,,,,,,,,,
1903,8,29,"SANTA FE - Capital",1903/08/29,766.3,1.2,7,-2,17,7,85,SW,1,,0,,,,,,,,,,,,
1903,8,30,"SANTA FE - Capital",1903/08/30,768.3,2,9,2,20,8,86,NE,2,,0,,,,,,,,,,,,
1903,8,31,"SANTA FE - Capital",1903/08/31,764.5,-3.8,11,2,20,11,75,N,1,,0,,,,,,,,,,,,
1903,9,1,"SANTA FE - Capital",1903/09/01,766,1.5,11,0,23,10,75,NE,2,,0,,,,,,,,,,,,
1903,9,2,"SANTA FE - Capital",1903/09/02,758.8,-7.2,12,1,22,12,76,N,1,,0,,,,,,,,,,,,
1903,9,3,"SANTA FE - Capital",1903/09/03,768.2,9.4,9,-3,20,7,73,S,1,CS,1,,,,,,,,,,,,
1903,9,4,"SANTA FE - Capital",1903/09/04,769.3,1.1,9,0,17,9,61,E,2,KN,3,,,,,,,,,,,,
1903,9,5,"SANTA FE - Capital",1903/09/05,772.8,3.5,9,0,12,8,73,E,2,,0,,,,,,,,,,,,
1903,9,6,"SANTA FE - Capital",1903/09/06,772.7,-0.1,6,-3,16,5,85,E,3,,0,,,,,,,,,,,,
1903,9,7,"SANTA FE - Capital",1903/09/07,,,,,,,,,,,,,,,,,,,,,,,
1903,9,8,"SANTA FE - Capital",1903/09/08,768.8,,8,,11,7,100,SW,2,S,3,Rt,,,,,,,,,,,
1903,9,9,"SANTA FE - Capital",1903/09/09,766.5,-2.3,7,-1,15,4,100,,0,N,3,Nl,,,,,,,,,,,
1903,9,10,"SANTA FE - Capital",1903/09/10,764.5,-2,11,4,19,10,87,NE,1,,0,,,,,,,,,,,,
1903,9,11,"SANTA FE - Capital",1903/09/11,767.3,2.8,13,2,20,12,88,NE,1,,0,,,,,,,,,,,,
