YEAR,MONTH,DAY,Estaciones,DATE,"Barometro Reducido a o y al nivel del Mar","Cambio en 24 horas","Temperatura a las  (see Remarks)","Cambio en 24 horas","Temperatura Maxima","Temperatura Minima","Humedad relativa","Viento Direction","Viento Fuerza","Nebulosidad Forma","Nebulosidad Grado",Fenomenos,,,,,,,,,,,
1902,11,5,JUJUY-Capital,1902/11/05,759,-1.9,19,1,29,16,81,N,1,,0,,,,,,,,,,,,
1902,11,6,JUJUY-Capital,1902/11/06,752.6,-6.4,22,3,33,17,66,NE,1,S,1,,,,,,,,,,,,
1902,11,7,JUJUY-Capital,1902/11/07,754,1.4,21,-1,34,18,57,N,1,S,2,,,,,,,,,,,,
1902,11,8,JUJUY-Capital,1902/11/08,752.8,-1.2,21,0,35,21,37,N,3,S,2,,,,,,,,,,,,
1902,11,9,JUJUY-Capital,1902/11/09,758.8,6,19,-4,38,17,72,NE,1,S,2,,,,,,,,,,,,
1902,11,10,JUJUY-Capital,1902/11/10,765.1,6.3,15,-4,25,13,78,NW,1,"N ",2,,,,,,,,,,,,
1902,11,11,JUJUY-Capital,1902/11/11,763.8,-1.3,15,0,21,11,78,NW,1,C,1,,,,,,,,,,,,
1902,11,12,JUJUY-Capital,1902/11/12,760.4,-3.4,17,2,29,12,61,NW,1,,0,,,,,,,,,,,,
1902,11,13,JUJUY-Capital,1902/11/13,759,-1.4,20,3,32,17,64,NW,1,K,1,,,,,,,,,,,,
1902,11,14,JUJUY-Capital,1902/11/14,757,-2,21,1,33,18,57,NW,1,,0,,,,,,,,,,,,
1902,11,15,JUJUY-Capital,1902/11/15,756,-1,22,1,34,19,74,,0,,0,,,,,,,,,,,,
1902,11,16,JUJUY-Capital,1902/11/16,767.6,11.6,14,-8,27,12,89,SE,1,"N ",3,,,,,,,,,,,,
1902,11,17,JUJUY-Capital,1902/11/17,764.7,-2.9,16,2,18,4,69,N,1,S,2,,,,,,,,,,,,
1902,11,18,JUJUY-Capital,1902/11/18,760,-4.7,18,2,27,13,62,NW,1,,0,,,,,,,,,,,,
1902,11,19,JUJUY-Capital,1902/11/19,759,-0.4,20,2,30,18,72,N,1,"N ",2,,,,,,,,,,,,
1902,11,20,JUJUY-Capital,1902/11/20,762.9,3.3,17,-3,27,16,90,SE,1,"N ",3,,,,,,,,,,,,
1902,11,21,JUJUY-Capital,1902/11/21,760.9,-2,18,1,23,16,90,E,1,"N ",3,,,,,,,,,,,,
1902,11,22,JUJUY-Capital,1902/11/22,759,-1.9,19,1,26,17,81,SE,1,"N ",3,,,,,,,,,,,,
1902,11,23,JUJUY-Capital,1902/11/23,756.5,-2.5,20,1,30,17,72,NW,1,S,2,,,,,,,,,,,,
1902,11,24,JUJUY-Capital,1902/11/24,762.3,5.8,17,-3,32,14,80,N,1,K,1,,,,,,,,,,,,
1902,11,25,JUJUY-Capital,1902/11/25,756.4,-5.9,19,2,27,17,81,SE,1,"N ",2,,,,,,,,,,,,
1902,11,26,JUJUY-Capital,1902/11/26,757.5,1.1,21,2,32,19,73,E,2,"N ",2,,,,,,,,,,,,
1902,11,27,JUJUY-Capital,1902/11/27,772.7,15.2,9,-12,22,8,86,SE,1,"N ",3,,,,,,,,,,,,
1902,11,28,JUJUY-Capital,1902/11/28,769.5,-3.2,10,1,13,9,86,E,1,N,3,,,,,,,,,,,,
1902,11,29,JUJUY-Capital,1902/11/29,765.2,-4.3,12,2,15,9,76,N,1,S,2,,,,,,,,,,,,
1902,11,30,JUJUY-Capital,1902/11/30,764.9,-0.3,16,4,28,,79,N,1,S,2,,,,,,,,,,,,
1902,12,1,JUJUY-Capital,1902/12/01,761.7,-3.2,18,2,29,13,62,NW,1,,0,,,,,,,,,,,,
1902,12,2,JUJUY-Capital,1902/12/02,762.4,0.7,18,0,30,15,71,NW,1,S,1,,,,,,,,,,,,
1902,12,3,JUJUY-Capital,1902/12/03,760.5,-1.9,18,1,30,17,72,N,1,"N ",2,,,,,,,,,,,,
1902,12,4,JUJUY-Capital,1902/12/04,759.9,-0.6,18,-1,25,16,90,SE,1,"N ",2,,,,,,,,,,,,
1902,12,5,JUJUY-Capital,1902/12/05,764.6,4.7,15,-3,24,13,89,SE,1,"N ",3,,,,,,,,,,,,
1902,12,6,JUJUY-Capital,1902/12/06,760.8,-3.8,17,2,21,15,90,NE,1,"N ",1,,,,,,,,,,,,
1902,12,7,JUJUY-Capital,1902/12/07,761.9,1.1,18,1,25,15,80,N,1,K,1,,,,,,,,,,,,
1902,12,8,JUJUY-Capital,1902/12/08,761,-0.9,18,0,29,14,62,NW,1,S,1,,,,,,,,,,,,
1902,12,9,JUJUY-Capital,1902/12/09,763.4,2.4,18,0,29,15,71,NW,1,,0,,,,,,,,,,,,
1902,12,10,JUJUY-Capital,1902/12/10,759.5,-3.9,20,2,30,16,72,NW,1,,0,,,,,,,,,,,,
1902,12,11,JUJUY-Capital,1902/12/11,759.1,-0.4,22,2,31,20,82,NE,1,"N ",2,,,,,,,,,,,,
1902,12,12,JUJUY-Capital,1902/12/12,757.4,-1.7,20,-2,31,16,72,N,1,S,1,,,,,,,,,,,,
1902,12,13,JUJUY-Capital,1902/12/13,755.6,-1.8,24,4,32,20,67,,0,S,2,,,,,,,,,,,,
1902,12,14,JUJUY-Capital,1902/12/14,768.5,12.9,12,-12,30,11,88,SE,1,"N ",3,,,,,,,,,,,,
1902,12,15,JUJUY-Capital,1902/12/15,764.8,-3.7,14,2,19,12,78,SE,1,"N ",2,,,,,,,,,,,,
1902,12,16,JUJUY-Capital,1902/12/16,762.5,-2.3,18,4,24,16,80,E,1,S,3,,,,,,,,,,,,
1902,12,17,JUJUY-Capital,1902/12/17,760,-2.5,20,2,25,17,81,NW,1,S,1,,,,,,,,,,,,
1902,12,18,JUJUY-Capital,1902/12/18,759.4,-0.6,20,0,26,18,81,E,1,S,2,,,,,,,,,,,,
1902,12,19,JUJUY-Capital,1902/12/19,761.4,2,18,-2,31,17,90,SE,1,"N ",3,,,,,,,,,,,,
1902,12,20,JUJUY-Capital,1902/12/20,761.4,0,20,2,26,17,81,E,1,S,2,,,,,,,,,,,,
1902,12,21,JUJUY-Capital,1902/12/21,759.1,-2.3,22,2,30,19,74,NW,1,S,1,,,,,,,,,,,,
1902,12,22,JUJUY-Capital,1902/12/22,756,-3.1,22,0,32,18,66,N,1,,0,,,,,,,,,,,,
1902,12,23,JUJUY-Capital,1902/12/23,754.5,-1.5,22,0,33,19,58,,0,S,1,,,,,,,,,,,,
1902,12,24,JUJUY-Capital,1902/12/24,,,,,,,,,,,,,,,,,,,,,,,
1902,12,25,JUJUY-Capital,1902/12/25,763.6,8.7,17,-3,31,16,90,SE,1,"N ",3,,,,,,,,,,,,
1902,12,26,JUJUY-Capital,1902/12/26,758.4,-5.2,18,1,24,15,80,SE,1,K,1,,,,,,,,,,,,
1902,12,27,JUJUY-Capital,1902/12/27,759.5,1.1,19,1,22,16,81,SE,1,S,1,,,,,,,,,,,,
1902,12,28,JUJUY-Capital,1902/12/28,761.8,2.3,18,-1,28,16,80,SE,2,"N ",3,,,,,,,,,,,,
1902,12,29,JUJUY-Capital,1902/12/29,761.9,0.1,18,0,28,17,90,SE,1,"N ",3,,,,,,,,,,,,
1902,12,30,JUJUY-Capital,1902/12/30,764,2.1,18,0,24,16,90,SE,1,"N ",3,,,,,,,,,,,,
1902,12,31,JUJUY-Capital,1902/12/31,769.1,5.1,10,-8,20,8,86,SE,1,N,3,,,,,,,,,,,,
